,timestamp,open,high,low,close,volume,sma_20,sma_50,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0_2.0,BBM_5_2.0_2.0,BBU_5_2.0_2.0,BBB_5_2.0_2.0,BBP_5_2.0_2.0
0,2025-10-20 10:30:05.057,190.91,191.89,190.91,191.7,20019.23,,,,,,,,,,,
1,2025-10-20 10:45:05.057,191.73,192.22,191.48,192.14,16508.29,,,,,,,,,,,
2,2025-10-20 11:00:05.057,192.13,192.24,191.56,192.04,13077.44,,,,,,,,,,,
3,2025-10-20 11:15:05.057,192.04,192.87,191.66,192.53,49194.91,,,,,,,,,,,
4,2025-10-20 11:30:05.057,192.52,193.03,192.17,192.51,51818.18,,,,,,,191.56244067057446,192.184,192.80555932942553,0.6468377486424853,0.7622436705288391
5,2025-10-20 11:45:05.057,192.5,193.31,192.21,192.92,27210.48,,,,,,,191.80019111188932,192.428,193.05580888811068,0.6525130314826099,0.8918389889960064
6,2025-10-20 12:00:05.057,192.96,193.3,192.7,192.89,43216.83,,,,,,,191.93882553244342,192.578,193.2171744675566,0.6638083971757792,0.744064817852226
7,2025-10-20 12:15:05.057,192.91,193.41,192.81,193.33,31986.52,,,,,,,192.23339233331984,192.836,193.43860766668018,0.6249949871187656,0.9098852597756492
8,2025-10-20 12:30:05.057,193.34,193.95,193.33,193.79,16596.94,,,,,,,192.21489977670595,193.08800000000002,193.9611002232941,0.9043547225038053,0.9020157029346705
9,2025-10-20 12:45:05.057,193.78,194.23,193.11,193.85,37286.06,,,,,,,192.5360878096385,193.35600000000002,194.17591219036154,0.8480855937871291,0.8012517717184775
10,2025-10-20 13:00:05.057,193.86,193.86,193.13,193.7,24882.5,,,,,,,192.79262249138495,193.51200000000003,194.2313775086151,0.7434965362510667,0.6306685278233748
11,2025-10-20 13:15:05.057,193.69,194.43,193.55,193.79,19423.62,,,,,,,193.31753504852117,193.69200000000004,194.0664649514789,0.3866602146488966,0.6308533677356531
12,2025-10-20 13:30:05.057,193.79,193.79,193.11,193.33,50357.05,,,,,,,193.31753504852117,193.69200000000004,194.0664649514789,0.3866602146488966,0.016643682445606184
13,2025-10-20 13:45:05.057,193.32,193.35,192.74,192.93,46918.86,,,,,,,192.8281040541402,193.52000000000004,194.21189594585988,0.7150640201114518,0.07363531067751791
14,2025-10-20 14:00:05.057,192.89,193.09,192.48,192.77,12271.93,,,64.42048517520242,,,,192.49469412463313,193.30400000000003,194.11330587536693,0.8373400192100552,0.17008765396771106
15,2025-10-20 14:15:05.057,192.77,193.0,192.09,192.99,26978.43,,,66.55622685636351,,,,192.435540090642,193.16200000000003,193.88845990935806,0.7521768353589496,0.38161769301762166
16,2025-10-20 14:30:05.057,192.98,194.09,192.96,193.55,27214.46,,,71.28181361758024,,,,192.5452680772759,193.11400000000003,193.68273192272417,0.5890115918308774,0.8833088864711552
17,2025-10-20 14:45:05.057,193.55,193.91,192.84,192.89,20010.02,,,60.44204072276212,,,,192.4825885537022,193.026,193.56941144629783,0.5630448191412808,0.37486461600452986
18,2025-10-20 15:00:05.057,192.87,193.52,192.59,193.39,32586.48,,,64.8081472384232,,,,192.51794666907892,193.118,193.71805333092107,0.621436977310319,0.7266465212204358
19,2025-10-20 15:15:05.057,193.4,193.46,192.45,192.89,19163.05,192.99649999999994,,57.92324164089343,,,,192.59203272829248,193.142,193.6919672717075,0.5694952643210858,0.27089545781732577
20,2025-10-20 15:30:05.057,192.88,193.14,192.52,192.87,18457.07,193.05499999999995,,57.65937590673013,,,,192.5341644067799,193.118,193.7018355932201,0.6046413003656843,0.2876114415771012
21,2025-10-20 15:45:05.057,192.84,193.23,192.49,193.12,8723.94,193.10399999999996,,60.10581512082346,,,,192.62952764080194,193.03199999999998,193.43447235919803,0.41700066227158533,0.6093242777906152
22,2025-10-20 16:00:05.057,193.11,193.57,192.34,192.96,10017.33,193.14999999999995,,57.80385072344141,,,,192.6597151311111,193.046,193.43228486888887,0.40019981650889314,0.3886831883328006
23,2025-10-20 16:15:05.057,192.97,193.68,192.94,193.28,12496.5,193.18749999999994,,61.01933256404657,,,,192.71349074099544,193.024,193.33450925900456,0.32173124482402343,0.9122260328414868
24,2025-10-20 16:30:05.057,193.26,193.53,192.43,192.47,27474.64,193.18549999999993,,50.524110312756264,,,,192.39286199186463,192.94,193.48713800813536,0.567158710620258,0.07049227707489113
25,2025-10-20 16:45:05.057,192.46,192.56,191.24,191.51,67224.07,193.11499999999992,,41.42914486423852,,,,191.3891630284043,192.668,193.9468369715957,1.327503240388331,0.04724486947108763
26,2025-10-20 17:00:05.057,191.5,191.62,190.91,191.08,17213.71,193.02449999999993,,38.11914878836474,,,,190.5796666997533,192.26000000000002,193.94033330024675,1.7479801313291685,0.14887918372303194
27,2025-10-20 17:15:05.057,191.08,191.9,190.97,191.78,18433.72,192.94699999999995,,45.72174084921546,,,,190.4770494513584,192.024,193.5709505486416,1.6112054208240678,0.4211351648524708
28,2025-10-20 17:30:05.057,191.75,191.75,191.17,191.5,14732.91,192.83249999999992,,43.42360368626637,,,,190.74944461248916,191.668,192.58655538751086,0.9584859105441176,0.40855205778322107
29,2025-10-20 17:45:05.057,191.5,192.21,191.4,192.11,25525.22,192.74549999999994,,49.39164592391031,,,,190.91428451687216,191.596,192.27771548312785,0.7116176570782748,0.876990117373949
30,2025-10-20 18:00:05.057,192.11,192.12,191.57,191.75,17713.17,192.64799999999997,,46.288333491487755,,,,190.9594738866,191.644,192.32852611340002,0.7143726006553934,0.5774258263673078
31,2025-10-20 18:15:05.057,191.75,192.27,191.64,192.18,5935.32,192.56749999999994,,50.304739534658836,,,,191.36366411285192,191.86399999999998,192.36433588714803,0.5215526489055314,0.8157878618314295
32,2025-10-20 18:30:05.057,192.17,192.4,191.61,191.82,23602.88,192.49199999999996,,47.127416675842156,,,,191.37603225916385,191.87199999999999,192.36796774083612,0.5169777151810956,0.44757723565616647
33,2025-10-20 18:45:05.057,191.84,192.67,191.75,192.67,27685.74,192.47899999999998,,54.443866634576686,-0.2371864416536198,0.0044369880589682775,-0.24162342971258807,191.4535461702672,192.10599999999997,192.75845382973273,0.679264395419991,0.932214491124244
34,2025-10-20 19:00:05.057,192.66,192.89,191.62,191.62,39987.49,192.42149999999998,,45.979587061352504,-0.2682139156562755,-0.02127238875494994,-0.24694152690132556,191.24890580299197,192.00799999999998,192.767094197008,0.7906901764593257,0.2444322446876233
35,2025-10-20 19:15:05.057,191.61,192.13,191.56,191.99,32370.95,192.37149999999997,,48.989132179321295,-0.2599509518047114,-0.010407539922708653,-0.24954341188200274,191.33905090840227,192.05599999999998,192.7729490915977,0.7466042108527848,0.4539716272930245
36,2025-10-20 19:30:05.057,192.0,192.94,191.99,192.49,32745.21,192.31849999999994,,52.814754897351015,-0.21062867583208345,0.031131788839935448,-0.2417604646720189,191.31986216734907,192.118,192.91613783265092,0.8308829288780052,0.7330424550634688
37,2025-10-20 19:45:05.057,192.56,192.82,192.04,192.31,26851.03,192.28949999999995,,51.32252871329703,-0.18394451459045058,0.04625276006525464,-0.23019727465570522,191.4696381575051,192.21599999999998,192.96236184249486,0.7765865926820636,0.5629721367358539
38,2025-10-20 20:00:05.057,192.36,192.54,191.74,191.8,14483.54,192.20999999999998,,47.249141775010735,-0.2016256473545468,0.02285730184092674,-0.22448294919547354,191.4020750044553,192.042,192.6819249955447,0.6664427526735852,0.31091534032515783
39,2025-10-20 20:15:05.057,191.8,191.96,190.67,191.87,43247.66,192.15899999999996,,47.860821870504,-0.20759661294059129,0.013509069003905805,-0.2211056819444971,191.56218493803223,192.092,192.6218150619678,0.5516263685814935,0.2904929324059982
40,2025-10-20 20:30:05.057,191.88,191.94,190.78,191.23,24372.13,192.07699999999997,,42.956384863215796,-0.2609630775685332,-0.031885916499228895,-0.2290771610693043,191.06000000005258,191.94,192.8199999999474,0.9169532144914195,0.09659090906679872
41,2025-10-20 20:45:05.057,191.22,191.69,190.96,191.27,40784.01,191.98449999999997,,43.34713182626687,-0.29660958885745003,-0.05402594223051657,-0.24258364662693346,190.887683230463,191.696,192.50431676953698,0.8433319104592549,0.23648944568847338
42,2025-10-20 21:00:05.057,191.29,192.25,190.92,191.05,38381.71,191.88899999999998,,41.65698745824557,-0.33870745851277206,-0.07689904950867088,-0.2618084090041012,190.7870251147337,191.44400000000002,192.10097488526634,0.6863363545123612,0.20014074446674854
43,2025-10-20 21:15:05.057,191.02,191.54,190.74,191.5,18436.25,191.79999999999998,,46.2716647582125,-0.33193276996908594,-0.05609948877198778,-0.27583328119709816,190.819787274266,191.38400000000001,191.94821272573404,0.5896132651987872,0.6027981067327691
44,2025-10-20 21:30:05.057,191.51,191.8,191.34,191.63,10674.48,191.75799999999998,,47.56203354663268,-0.3124718855548849,-0.0293108834862294,-0.2831610020686555,190.92541992265933,191.336,191.7465800773407,0.4291717997038536,0.8580300363137608
45,2025-10-20 21:45:05.057,191.63,192.05,190.38,190.41,53362.01,191.70299999999997,,38.27242165803165,-0.39098575804453617,-0.0862598047807045,-0.3047259532638317,190.31294004870475,191.172,192.03105995129525,0.8987298885770414,0.05649195446074972
46,2025-10-20 22:00:05.057,190.41,190.41,187.98,189.09,200584.59,191.6035,,31.177105769926953,-0.5533429429518719,-0.1988935917504322,-0.3544493512014397,188.88189752174736,190.73600000000002,192.59010247825267,1.9441557736899757,0.05611946499547352
47,2025-10-20 22:15:05.057,189.08,189.48,188.36,188.59,45472.04,191.444,,28.985101599578844,-0.7141260030023204,-0.2877413214407046,-0.42638468156161585,187.7792858178154,190.24400000000003,192.70871418218465,2.591108452497447,0.1644641370680176
48,2025-10-20 22:30:05.057,188.58,188.58,187.03,187.23,63792.41,191.23049999999998,,24.035102256530532,-0.9404474773666038,-0.4112502366439904,-0.5291972407226134,186.3629750579465,189.39000000000004,192.4170249420536,3.1966048281889674,0.1432140399651444
49,2025-10-20 22:45:05.057,187.23,187.88,186.63,187.47,56669.91,190.99849999999998,192.05159999999992,26.423072864365878,-1.0879022224968367,-0.44696398541937854,-0.6409382370774581,186.24953210986115,188.55800000000005,190.86646789013895,2.448549401392568,0.2643458666573469
50,2025-10-20 23:00:05.057,187.46,188.36,186.94,187.09,53958.09,190.76549999999997,191.9593999999999,25.078822392757544,-1.2213450886530381,-0.464325481260464,-0.7570196073925741,186.2985264026579,187.89400000000006,189.48947359734223,1.6982698727390582,0.24803719681121306
51,2025-10-20 23:15:05.057,187.1,187.44,186.71,186.9,22054.43,190.5015,191.85459999999992,24.410137084753377,-1.3271325753719907,-0.4560903743835333,-0.8710422009884574,186.2625780294365,187.45600000000005,188.6494219705636,1.2732822321649329,0.26705640849837464
52,2025-10-20 23:30:05.057,186.92,187.08,185.54,186.07,60210.88,190.214,191.7351999999999,21.68948473096177,-1.4611013176688914,-0.47204729334434714,-0.9890540243245443,185.99480409538526,186.95200000000006,187.90919590461485,1.0240017807937782,0.039279265744974076
53,2025-10-20 23:45:05.057,186.08,188.28,186.02,187.55,81041.85,189.958,191.63559999999987,35.49531154211555,-1.4313491776716774,-0.3538361226777065,-1.0775130549939709,185.95576606361212,187.01600000000002,188.07623393638792,1.1338430256105385,0.751831214637059
54,2025-10-21 00:00:05.057,187.59,188.18,187.44,187.77,16400.01,189.7655,191.54079999999988,37.26579703652391,-1.3741775673869938,-0.23733160991441826,-1.1368459574725756,185.8929463241953,187.07600000000002,188.25905367580475,1.2647840191202813,0.7933087543673454
55,2025-10-21 00:15:05.057,187.77,187.89,187.09,187.54,22707.9,189.54299999999998,191.43319999999989,36.148718180866595,-1.3320724303561349,-0.1561811783068474,-1.1758912520492875,185.9253163175546,187.166,188.4066836824454,1.3257575440468816,0.6507233492677358
56,2025-10-21 00:30:05.057,187.55,187.91,187.23,187.84,9367.81,189.3105,191.33219999999992,38.72865421658147,-1.2599721386042404,-0.06726470924396244,-1.192707429360278,186.04834460906844,187.354,188.6596553909316,1.3937843770953133,0.6861134275458519
57,2025-10-21 00:45:05.057,187.83,188.37,187.76,188.14,35015.92,189.102,191.22839999999988,41.28360977298262,-1.1651930252532736,0.022011523285603518,-1.1872045485388771,187.32701927492946,187.768,188.20898072507055,0.4697080706729001,0.9217871426698698
58,2025-10-21 01:00:05.057,188.13,188.46,187.51,187.9,20307.56,188.90699999999998,191.11059999999986,39.851917046642576,-1.0968026313144321,0.07232153377955597,-1.169124165093988,187.44969084496853,187.838,188.22630915503146,0.4134511174857745,0.5798332967387647
59,2025-10-21 01:15:05.057,187.89,188.33,187.43,188.19,13775.39,188.723,190.99739999999986,42.449060917571124,-1.007587335421448,0.129229463738032,-1.13681679915948,187.4551124333098,187.92199999999997,188.38888756669013,0.4968950593226566,0.7870070003147898
60,2025-10-21 01:30:05.057,188.21,188.85,188.02,188.75,11797.12,188.599,190.89839999999987,47.19100905790342,-0.8815344701443735,0.20422586321208525,-1.0857603333564587,187.51944123624784,188.164,188.80855876375213,0.6851031693120302,0.9545745345147076
61,2025-10-21 01:45:05.057,188.78,189.33,188.6,188.77,21608.06,188.474,190.79799999999986,47.357835457021594,-0.7711336842988885,0.2517013192460562,-1.0228350035449447,187.65223213034417,188.34999999999997,189.04776786965576,0.740926859204451,0.8009596875012531
62,2025-10-21 02:00:05.057,188.76,189.41,188.17,189.16,21878.76,188.37949999999998,190.71459999999985,50.63285724385188,-0.6447383827469935,0.302477296638361,-0.9472156793853544,187.6539911111856,188.55399999999997,189.45400888881434,0.9546431142424658,0.8366633416245143
63,2025-10-21 02:15:05.057,189.16,189.72,188.93,189.2,96223.35,188.26449999999997,190.63999999999984,50.969775392473835,-0.53517239568788,0.3296346269579795,-0.8648070226458595,188.0850994581669,188.814,189.5429005418331,0.7720831525555295,0.7647823522186246
64,2025-10-21 02:30:05.057,189.2,189.79,189.11,189.75,40237.45,188.17049999999998,190.57959999999986,55.46992753585964,-0.3993566235397168,0.3723603192849142,-0.771716942824631,188.3970994581469,189.12599999999998,189.85490054185306,0.7708094517444236,0.9280419372536289
65,2025-10-21 02:45:05.057,189.77,190.47,189.57,190.47,24718.07,188.17349999999996,190.52919999999983,60.57174962847738,-0.2309612849787186,0.43260452627672996,-0.6635658112554486,188.29105131582043,189.46999999999997,190.64894868417952,1.244470031329018,0.9241066695349633
66,2025-10-21 03:00:05.057,190.46,191.13,190.28,190.28,34158.77,188.23299999999998,190.46379999999988,58.661752435883955,-0.11155227288702463,0.44161083069473916,-0.5531631035817638,188.69590335012415,189.772,190.84809664987583,1.1340942287332552,0.7360382778157634
67,2025-10-21 03:15:05.057,190.28,190.3,189.38,189.77,50573.19,188.29199999999997,190.40139999999988,53.761326344383775,-0.0574107132950985,0.3966019122293322,-0.4540126255244307,189.0002349302486,189.89399999999998,190.78776506975134,0.9413304999119168,0.4306305402859043
68,2025-10-21 03:30:05.057,189.78,189.92,189.21,189.46,19600.25,188.40349999999995,190.3227999999999,50.973903199867124,-0.03906720406158115,0.33195633717027967,-0.3710235412318608,189.2021075347338,189.946,190.68989246526618,0.7832673130954959,0.17333988264951325
69,2025-10-21 03:45:05.057,189.46,189.47,188.68,188.89,54408.8,188.47449999999998,190.24279999999987,46.227831509729654,-0.06972038396054359,0.24104252581705377,-0.31076290977759735,188.63539734766246,189.774,190.91260265233754,1.1999564243126448,0.11180487407737374
70,2025-10-21 04:00:05.057,188.89,190.11,188.67,190.1,75709.6,188.62499999999994,190.18739999999988,55.664760032118345,0.0035823427164416444,0.2514762019952312,-0.24789385927878954,188.71409939654524,189.7,190.68590060345474,1.0394313162411724,0.7028602064946214
71,2025-10-21 04:15:05.057,190.1,190.3,189.85,189.95,21776.81,188.77749999999995,190.12399999999988,54.39041778340599,0.04900661754638236,0.23752038146013751,-0.18851376391375516,188.77641268673187,189.63400000000001,190.49158731326816,0.9044657743528489,0.6842378001114219
72,2025-10-21 04:30:05.057,189.93,190.73,189.83,190.69,19101.93,189.00849999999994,190.0785999999999,59.33623915637839,0.1430682959168621,0.2652656478644938,-0.12219735194763169,188.6025395934833,189.81800000000004,191.03346040651678,1.2806587431294612,0.8587118080213447
73,2025-10-21 04:45:05.057,190.69,190.8,190.34,190.68,9471.54,189.1649999999999,190.0265999999999,59.24274800854855,0.2143352143448567,0.2692260530339907,-0.054890838689134004,188.74628574537206,190.06200000000004,191.37771425462802,1.3845105856278235,0.7348534257442959
